"1026","leading","dẫn đầu"
"1027","council","hội đồng"
"1028","inquire","hỏi"
"1029","recycle","tái chế"
"1030","determine","xác định"
"1031","chef","đầu bếp trưởng"
"1032","demonstrate","chứng tỏ / trình bày"
"1033","issue","cấp / đưa ra"
"1034","cost (v)","tốn phí"
"1035","invoice","hóa đơn"
"1036","gallery","phòng trưng bày"
"1037","procedure","quy trình"
"1038","in person","trực tiếp"
"1039","check","séc"
"1040","satisfaction","sự hài lòng"
"1041","fresh","tươi"
"1042","approximately","khoảng chừng"
"1043","found","thành lập"
"1044","growth","sự tăng trưởng"
"1045","language","ngôn ngữ"
"1046","consultant","người tư vấn"
"1047","technician","kỹ thuật viên"
"1048","competition","cuộc thi"
"1049","vice","phó"
"1050","unless","trừ khi"
"1051","unique","độc đáo"
"1052","entrance","lối vào"
"1053","expert","chuyên gia"
"1054","initial","ban đầu"
"1055","almost","hầu như"
"1056","headquarters","trụ sở"
"1057","trend","xu hướng"
"1058","agreement","thỏa thuận"
"1059","itinerary","lịch trình"
"1060","average","trung bình"
"1061","against","chống lại / đối với"
"1062","upgrade","nâng cấp"
"1063","except","ngoại trừ"
"1064","brochure","tờ rơi"
"1065","speech","bài diễn thuyết"
"1066","warehouse","nhà kho"
"1067","outdoor","ngoài trời"
"1068","effect","tác động / hiệu lực"
"1069","innovative","đổi mới"
"1070","full-time","toàn thời gian"
"1071","downtown","trung tâm thành phố"
"1072","over","trên"
"1073","duty","nhiệm vụ"
"1074","connect","kết nối"
"1075","opening","vị trí trống"
"1076","agent","người đại diện"
"1077","inquiry","câu hỏi"
"1078","recognize","công nhận"
"1079","no longer","không còn nữa"
"1080","minimum","tối thiểu"
"1081","situation","tình huống"
"1082","reach","đạt được"
"1083","management","ban quản lý"
"1084","host","tổ chức"
"1085","merchandise","hàng hóa"
"1086","destination","điểm đến"
"1087","task","nhiệm vụ"
"1088","fail","thất bại / không làm"
"1089","manual","sách hướng dẫn"
"1090","appliance","thiết bị"
"1091","transfer","chuyển"
"1092","implement","ban hành"
"1093","extensive","trên phạm vi rộng"
"1094","take advantage of","tận dụng"
"1095","merger","vụ sáp nhập"
"1096","leadership","sự lãnh đạo"
"1097","source","nguồn"
"1098","beverage","thức uống"
"1099","anniversary","kỷ niệm"
"1100","brief","ngắn gọn"
"1101","shipment","lô hàng"
"1102","used to","đã từng"
"1103","quite","khá"
"1104","feedback","sự phản hồi"
"1105","revenue","doanh thu"
"1106","promote","thăng chức"
"1107","exclusive","riêng / đặc biệt"
"1108","plant","nhà máy"
"1109","alternative","thay thế"
"1110","usual","bình thường / thông thường"
"1111","due","tới hạn / phải trả"
"1112","overseas","ở nước ngoài"
"1113","cash","tiền mặt"
"1114","dish","món ăn"
"1115","selection","tập hợp (sản phẩm...)"
"1116","industrial","công nghiệp"
"1117","thorough","kỹ lưỡng"
"1118","accommodation","chỗ ở"
"1119","instructor","người hướng dẫn"
"1120","colleague","đồng nghiệp"
"1121","collection","bộ sưu tập"
"1122","similar","giống / tương tự"
"1123","taste","mùi vị / nếm mùi vị"
"1124","honor","vinh danh / vinh dự"
"1125","route","tuyến đường"
"1126","authorize","ủy quyền"
"1127","real estate","bất động sản"
"1128","deal with","giải quyết / làm việc với"
"1129","address","giải quyết"
"1130","mayor","thị trưởng"
"1131","dining","ăn uống"
"1132","audience","khán giả"
"1133","fix","sửa chữa"
"1134","exact","chính xác"
"1135","extremely","cực kỳ"
"1136","donate","đóng góp"
"1137","challenge","thách thức"
"1138","specify","nêu cụ thể"
"1139","tourism","du lịch"
"1140","accommodate","đáp ứng / chứa được"
"1141","remove","loại bỏ"
"1142","guideline","hướng dẫn"
"1143","decade","thập kỷ"
"1144","patient","bệnh nhân"
"1145","check in","nhận phòng / làm thủ tục"
"1146","prevent","ngăn"
"1147","view","xem"
"1148","assign","chỉ định"
"1149","control","kiểm soát / điều khiển"
"1150","establish","thành lập / thiết lập"
"1151","advantage","lợi thế"
"1152","helpful","hữu ích"
"1153","decrease","giảm"
"1154","expire","hết hạn"
"1155","occur","xảy ra"
"1156","summary","bảng tóm tắt"
"1157","concerning","về (=about)"
"1158","yourself","chính bạn"
"1159","traditional","truyền thống"
"1160","identification","chứng minh thư"
"1161","affordable","có giá phải chăng"
"1162","specialize in","chuyên về"
"1163","familiar","quen thuộc"
"1164","photography","nhiếp ảnh / việc chụp ảnh"
"1165","reputation","danh tiếng"
"1166","otherwise","khác / ngược lại"
"1167","ingredient","thành phần"
"1168","capacity","sức chứa / công suất"
"1169","cover letter","thư xin việc"
"1170","own","sở hữu"
"1171","double","gấp đôi"
"1172","right","quyền"
"1173","predict","dự đoán"
"1174","stock","hàng hóa"
"1175","talk","bài diễn thuyết"
"1176","fill","làm đầy"
"1177","enhance","tăng cường"
"1178","subscriber","người đặt báo, tạp chí..."
"1179","bonus","tiền thưởng"
"1180","accompany","đi kèm"
"1181","negotiate","đàm phán"
"1182","shuttle","xe trung chuyển"
"1183","ahead","trước"
"1184","accurate","chính xác"
"1185","relationship","mối quan hệ"
"1186","present","có mặt"
"1187","board","lên (tàu, xe buýt...)"
"1188","site","trang web"
"1189","engineer","kỹ sư"
"1190","vote","bầu chọn"
"1191","cause","nguyên nhân"
"1192","completely","hoàn toàn"
"1193","recall","thu hồi"
"1194","agricultural","nông nghiệp"
"1195","license","giấy phép"
"1196","postpone","trì hoãn"
"1197","normal","bình thường"
"1198","assess","đánh giá"
"1199","analyst","nhà phân tích"
"1200","ideal","lý tưởng"
"1201","promptly","ngay lập tức / nhanh chóng"
"1202","achieve","đạt được"
"1203","reschedule","dời lịch"
"1204","productivity","năng suất"
"1205","reasonable","hợp lí"
"1206","fall","rơi / giảm"
"1207","intern","thực tập sinh"
"1208","exceed","vượt quá"
"1209","outstanding","tuyệt vời / xuất sắc"
"1210","next to","cạnh"
"1211","twice","hai lần"
"1212","reliable","đáng tin cậy"
"1213","ground","mặt đất"
"1214","adjust","điều chỉnh"
"1215","examine","kiểm tra"
"1216","part-time","bán thời gian"
"1217","equip","trang bị"
"1218","priority","ưu tiên"
"1219","resolve","giải quyết"
"1220","creative","sáng tạo"
"1221","screen","màn hình"
"1222","figure","con số"
"1223","decline","giảm"
"1224","temperature","nhiệt độ"
"1225","voucher","phiếu giảm giá"
"1226","assemble","lắp ráp / tập hợp"
"1227","gather","thu thập / tập hợp"
"1228","recipient","người nhận"
"1229","rarely","hiếm khi"
"1230","acquire","mua lại / có được"
"1231","willing","sẵn lòng"
"1232","moreover","hơn nữa"
"1233","click","nhấp chuột"
"1234","flexible","linh hoạt"
"1235","outline","vạch ra"
"1236","in spite of","mặc cho"
"1237","baggage","hành lý"
"1238","lobby","tiền sảnh"
"1239","land","đất"
"1240","shift","ca làm việc"
"1241","whereas","trong khi"
"1242","neither","không cái nào"
"1243","independent","độc lập"
"1244","highway","đường cao tốc"
"1245","comprehensive","toàn diện"
"1246","dessert","món tráng miệng"
"1247","signature","chữ ký"
"1248","target","mục tiêu / nhắm đến"
"1249","function","chức năng"
"1250","solve","giải quyết"
"1251","plant","cái cây"
"1252","disappoint","gây thất vọng"
"1253","sign","bảng hiệu / dấu hiệu"
"1254","loyal","trung thành"
"1255","furthermore","hơn nữa"
"1256","luggage","hành lý"
"1257","mostly","hầu hết"
"1258","delicious","ngon"
"1259","appoint","bổ nhiệm"
"1260","committed","tận tâm"
"1261","trash","rác"
"1262","interesting","thú vị"
"1263","generous","hào phóng"
"1264","nevertheless","tuy nhiên"
"1265","hardly","hầu như không"
"1266","broad","rộng"
"1267","subject","chủ đề"
"1268","sincerely","chân thành"
"1269","word","từ"
"1270","paragraph","đoạn văn"
"1271","corporation","tập đoàn"
"1272","per","mỗi"
"1273","state","nói / chỉ ra"
"1274","dr.","tiến sĩ / bác sĩ"
"1275","credit","tín dụng"
"1276","executive","điều hành / người điều hành"
"1277","medical","y tế"
"1278","own","chính (ai đó)"
"1279","town","thị trấn / thành phố"
"1280","communication","giao tiếp / liên lạc"
"1281","fitness","thể hình / thể dục"
"1282","offer","khuyến mãi"
"1283","education","giáo dục"
"1284","oil","dầu"
"1285","editor","biên tập viên"
"1286","brand","thương hiệu"
"1287","intend","dự định"
"1288","focus","tập trung"
"1289","point","điểm"
"1290","10% off","giảm giá 10%"
"1291","various","khác nhau"
"1292","infer","suy ra"
"1293","europe","châu âu"
"1294","section","phần"
"1295","association","hiệp hội"
"1296","such","như vậy"
"1297","reference","sự tham khảo"
"1298","author","tác giả"
"1299","south","phía nam"
"1300","actually","thực ra / thực sự"
"1301","series","xê-ri"
"1302","aware of","biết / nhận thức"
"1303","east","phía đông"
"1304","recipe","công thức nấu ăn"
"1305","chief","tổng / trưởng"
"1306","matter","vấn đề"
"1307","network","mạng lưới"
"1308","north","phía bắc"
"1309","natural","tự nhiên / thiên nhiên"
"1310","loan","khoản vay"
"1311","commercial","thương mại"
"1312","rate","tỉ lệ"
"1313","get","đi"
"1314","battery","cục pin"
"1315","grant","tiền trợ cấp / cấp"
"1316","chance","cơ hội"
"1317","pass","thẻ"
"1318","status","trạng thái"
"1319","newsletter","thư tin tức"
"1320","society","hiệp hội"
"1321","perform","thực hiện"
"1322","cover","bao gồm"
"1323","west","phía tây"
"1324","internship","đợt thực tập"
"1325","official","quan chức"
"1326","through","đến"
"1327","district","khu vực"
"1328","via","bằng"
"1329","ID","chứng minh thư"
"1330","gas","ga / xăng"
"1331","digital","kỹ thuật số"
"1332","toward","hướng về phía / đối với"
"1333","sponsor","nhà tài trợ"
"1334","appropriate","phù hợp"
"1335","as well","cũng"
"1336","side","phía / bên"
"1337","track","theo dõi"
"1338","entertainment","giải trí"
"1339","imply","ngụ ý"
"1340","revise","chỉnh sửa"
"1341","set","bộ"
"1342","qualified","đủ trình độ"
"1343","chemical","hóa chất"
"1344","those","đó"
"1345","plus","cộng thêm"
"1346","race","cuộc đua"
"1347","label","nhãn / nhãn hiệu"
"1348","others","những người/cái khác"
"1349","qualification","trình độ / khả năng chuyên môn"
"1350","painting","bức tranh / việc vẽ tranh"
"1351","contest","cuộc thi"
"1352","deal","thỏa thuận / khuyến mãi"
"1353","should","nếu (≈if)"
"1354","forward","về phía trước / chuyển tiếp"
"1355","fuel","nhiên liệu"
"1356","administrative","hành chính"
"1357","charity","hội từ thiện"
"1358","pharmaceutical","dược"
"1359","restore","phục hồi"
"1360","content","nội dung"
"1361","leave","nghỉ phép"
"1362","break","thời gian nghỉ"
"1363","dedicated","tận tâm"
"1364","filter","lọc / đồ lọc"
"1365","auto","ô tô"
"1366","ad","quảng cáo"
"1367","turn","chuyển"
"1368","fact","sự thật / sự việc"
"1369","admission","việc vào cửa"
"1370","proud","tự hào"
"1371","in fact","thật vậy / thật ra"
"1372","pass","đi qua / vượt qua"
"1373","talent","tài năng"
"1374","express","tốc hành"
"1375","greatly","rất nhiều"
"1376","expertise","chuyên môn"
"1377","engineering","kỹ thuật"
"1378","compensation","tiền đền bù / lương thưởng"
"1379","title","tựa đề / tựa sách"
"1380","piece","mẩu / mẩu đồ"
"1381","tool","công cụ"
"1382","rather than","thay vì"
"1383","catering","việc cung cấp suất ăn"
"1384","convention","hội nghị"
"1385","deposit","tiền đặt cọc"
"1386","mark","đánh dấu"
"1387","mall","trung tâm mua sắm"
"1388","loss","sự mất mát / thua lỗ"
"1389","certainly","chắc chắn"
"1390","reception","buổi đón tiếp / buổi tiệc"
"1391","stock","cổ phiếu"
"1392","ones","những cái / những người"
"1393","automobile","ô tô"
"1394","reimburse","hoàn tiền"
"1395","numerous","nhiều"
"1396","else","khác"
"1397","background","nền tảng / lý lịch"
"1398","separate","tách rời"
"1399","common","thông thường"
"1400","primary","chủ yếu / chính"
"1401","view","góc nhìn"
"1402","formal","trịnh trọng / chính thức"
"1403","promotion","khuyến mãi"
"1404","valuable","quý giá"
"1405","peak","cao điểm / đỉnh điểm"
"1406","lawn","bãi cỏ"
"1407","rapidly","nhanh chóng"
"1408","generate","tạo ra"
"1409","approach","tiếp cận / đến gần"
"1410","reward","phần thưởng / thưởng"
"1411","assignment","nhiệm vụ"
"1412","in charge","chịu trách nhiệm"
"1413","flyer","tờ rơi"
"1414","administration","việc quản trị"
"1415","favorite","ưa thích nhất"
"1416","realize","nhận ra"
"1417","architecture","kiến trúc"
"1418","aim","mục tiêu / nhắm đến"
"1419","recover","phục hồi"
"1420","secretary","thư ký"
"1421","distance","khoảng cách"
"1422","century","thế kỷ"
"1423","envelope","bì thư"
"1424","quantity","số lượng"
"1425","anticipate","trông đợi"
"1426","play","vở kịch"
"1427","grand opening","buổi khai trương"
"1428","version","phiên bản"
"1429","plastic","nhựa"
"1430","comply","tuân thủ"
"1431","rule","quy định"
"1432","impact","tác động"
"1433","cable","dây cáp"
"1434","technique","kỹ thuật"
"1435","confidential","bí mật"
"1436","work","hoạt động"
"1437","inventory","hàng hóa / kiểm kê hàng"
"1438","on behalf of","thay mặt cho"
"1439","match","tương ứng / phù hợp với"
"1440","scholarship","học bổng"
"1441","assure","đảm bảo"
"1442","poor","tệ"
"1443","as long as","miễn là"
"1444","whenever","bất kỳ khi nào"
"1445","nearby","ở gần đó"
"1446","shareholder","cổ đông"
"1447","risk","rủi ro"
"1448","considerable","đáng kể"
"1449","balance","số dư / tiền còn lại"
"1450","meter","mét"
"1451","consult","hỏi ý kiến / tham khảo"
"1452","huge","khổng lồ"
"1453","artwork","tác phẩm nghệ thuật"
"1454","patron","khách"
"1455","durable","bền"
"1456","vacancy","vị trí trống / chỗ trống"
"1457","stop by / drop by","ghé đến"
"1458","emergency","việc khẩn cấp"
"1459","factor","nhân tố"
"1460","retain","giữ lại"
"1461","publication","ấn phẩm"
"1462","earlier","trước đó"
"1463","packaging","bao bì"
"1464","interest","lãi"
"1465","well-known","nổi tiếng"
"1466","relatively","tương đối"
"1467","carpet","tấm thảm"
"1468","rely on","phụ thuộc / tin cậy"
"1469","run","điều hành"
"1470","exceptional","tuyệt vời"
"1471","slightly","một ít / nhỏ"
"1472","occasion","dịp"
"1473","critic","nhà phê bình"
"1474","elevator","thang máy"
"1475","measure","đo lường"
"1476","highlight","làm nổi bật"
"1477","conclude","kết luận"
"1478","direct","chuyển đến / hướng đến"
"1479","light","nhẹ"
"1480","record","thu âm / thu hình"
"1481","wildlife","động vật hoang dã"
"1482","lack","sự thiếu"
"1483","regret","tiếc"
"1484","proceed","tiến hành / tiến đến"
"1485","booth","gian hàng / buồng"
"1486","steadily","đều"
"1487","spacious","rộng rãi"
"1488","restrict","giới hạn"
"1489","fall","mùa thu"
"1490","well","rất / rất nhiều"
"1491","grocery","thực phẩm"
"1492","commitment","sự cam kết / tậm tân"
"1493","circumstance","hoàn cảnh"
"1494","emphasize","nhấn mạnh"
"1495","commute","đi đến chỗ làm"
"1496","carry out","tiến hành"
"1497","practice","cách thức / thói quen"
"1498","regardless of","bất kể"
"1499","lease","thuê / hợp đồng thuê"
"1500","consistently","luôn luôn / đều đặn"
"1501","population","dân số"
"1502","qualify","đủ điều kiện"
"1503","forum","diễn đàn"
"1504","donor","người đóng góp"
"1505","authority","người có thẩm quyền / quyền hành"
"1506","oversee","giám sát"
"1507","each other","nhau / lẫn nhau"
"1508","onto","lên trên"
"1509","golf","môn đánh gôn"
"1510","substantial","đáng kể"
"1511","sufficient","đủ"
"1512","missing","thiếu / bị mất"
"1513","writer","tác giả / nhà văn"
"1514","worldwide","khắp thế giới"
"1515","weight","trọng lượng"
"1516","shortly","một thời gian ngắn / sớm"
"1517","refreshments","đồ ăn, đồ uống nhẹ"
"1518","pressure","áp lực"
"1519","line","đường dây"
"1520","measure","biện pháp"
"1521","eager","háo hức"
"1522","office supplies","văn phòng phẩm"
"1523","entry","việc đi vào"
"1524","waste","rác thải"
"1525","rather","khá"
"1526","pay","lương"
"1527","transit","vận chuyển"
"1528","proof","bằng chứng"
"1529","nor","cũng không"
"1530","glad","vui"
"1531","banquet","đại tiệc"
"1532","adequate","đủ / phù hợp"
"1533","essential","cần thiết"
"1534","equal","bằng / bằng nhau"
"1535","cautious","cẩn thận"
"1536","fulfill","đáp ứng"
"1537","repeat","lặp lại"
"1538","urgent","khẩn cấp"
"1539","accordingly","theo đó / phù hợp"
"1540","lawyer","luật sư"
"1541","subject to","chịu"
"1542","transaction","giao dịch"
"1543","withdraw","rút"
"1544","conflict","mâu thuẫn"
"1545","collaborate","hợp tác"
"1546","disruption","sự gián đoạn"
"1547","cabinet","cái tủ"
"1548","by the time","tính đến lúc"
"1549","necessarily","nhất thiết"
"1550","acquaintance","người quen"
"1551","break down","bị hư"
"1552","absent","vắng mặt"
"1553","lately","gần đây"
"1554","inc.","tập đoàn"
"1555","corporate","doanh nghiệp"
"1556","senior","cấp cao"
"1557","major","lớn"
"1558","press","báo chí"
"1559","media","truyền thông"
"1560","science","khoa học"
"1561","regards","kính chúc"
"1562","college","cao đẳng"
"1563","involve","bao gồm"
"1564","official","chính thức"
"1565","professor","giáo sư"
"1566","avenue","đại lộ"
"1567","entire","toàn bộ"
"1568","line","tuyến"
"1569","work","tác phẩm"
"1570","officer","giám đốc / cán bộ"
"1571","certain","nhất định"
"1572","global","toàn cầu"
"1573","institute","viện"
"1574","venue","địa điểm"
"1575","private","riêng tư / cá nhân"
"1576","last","kéo dài"
"1577","organic","hữu cơ"
"1578","state","tiểu bang"
"1579","suite","dãy phòng"
"1580","graphic","đồ họa / hình ảnh"
"1581","journal","tạp chí"
"1582","associate","người cộng tác"
"1583","general","thường / chung"
"1584","role","vai trò / vai diễn"
"1585","press release","thông cáo báo chí"
"1586","term","hạn / thời hạn"
"1587","advanced","cao cấp / tiên tiến"
"1588","basic","cơ bản"
"1589","particular","đặc biệt"
"1590","overall","nói chung / toàn bộ"
"1591","coordinator","người điều phối"
"1592","nature","thiên nhiên"
"1593","single","chỉ một cái / từng cái một"
"1594","claim","đòi (bồi thường,...)"
"1595","positive","tích cực"
"1596","get","khiến cho / làm cho"
"1597","surprise","gây ngạc nhiên"
"1598","right","ngay"
"1599","legal","pháp lý"
"1600","on-site","tại chỗ"
"1601","hesitate","ngại"
"1602","former","trước đây"
"1603","edition","phiên bản"
"1604","heat","sửi nóng / sức nóng"
"1605","steel","thép"
"1606","treatment","việc chăm sóc / điều trị"
"1607","foundation","tổ chức"
"1608","relevant","thích hợp / liên quan"
"1609","faculty","ban giảng viên"
"1610","form","dạng / loại"
"1611","interior","nội thất"
"1612","county","quận"
"1613","citizen","công dân"
"1614","gain","có được"
"1615","glass","kính / thủy tinh"
"1616","live","trực tiếp"
"1617","cover","nói đến / bao gồm"
"1618","existing","hiện tại"
"1619","vendor","người bán"
"1620","renowned","nổi tiếng"
"1621","discover","phát hiện / khám phá"
"1622","reach","liên lạc"
"1623","whole","toàn bộ"
"1624","salt","muối"
"1625","academic","học thuật"
"1626","thanks to","nhờ vào"
"1627","wireless","không dây"
"1628","basis","cơ sở"
"1629","appeal","hấp dẫn"
"1630","uk","Anh Quốc"
"1631","tip","mẹo"
"1632","database","cơ sở dữ liệu"
"1633","lounge","phòng thư giãn"
"1634","accessory","phụ kiện"
"1635","complex","tổ hợp"
"1636","trade","thương mại"
"1637","director","đạo diễn"
"1638","labor","nhân công / lao động"
"1639","questionnaire","bảng câu hỏi"
"1640","terminal","nhà ga"
"1641","neighborhood","khu vực"
"1642","permanent","lâu dài / cố định"
"1643","respect","tôn trọng"
"1644","aid","hỗ trợ"
"1645","scale","quy mô"
"1646","lot","bãi / lô đất"
"1647","class","hạng / loại"
"1648","wonderful","tuyệt vời"
"1649","valley","thung lũng"
"1650","social","xã hội"
"1651","athlete","vận động viên"
"1652","africa","châu Phi"
"1653","general","tổng"
"1654","production","kịch / phim / chương trình"
"1655","progress","sự tiến triển"
"1656","chain","chuỗi"
"1657","landscaping","cảnh quan / thiết kế cảnh quan"
"1658","combine","kết hợp"
"1659","extension","số máy lẻ"
"1660","off","khỏi / ra khỏi"
"1661","strict","nghiêm ngặt"
"1662","plan","gói (dịch vụ...)"
"1663","solar","mặt trời"
"1664","inn","khách sạn nhỏ"
"1665","costume","trang phục"
"1666","attempt","cố gắng / thử"
"1667","finalize","hoàn thành"
"1668","meter","đồng hồ đo"
"1669","volume","khối lượng / số lượng"
"1670","worth","giá trị / đáng"
"1671","supposed","được dự định"
"1672","fit","phù hợp với"
"1673","enterprise","doanh nghiệp"
"1674","novel","tiểu thuyết"
"1675","premium","cao cấp"
"1676","memorandum","thông báo"
"1677","domestic","trong nước"
"1678","clerk","nhân viên"
"1679","institution","tổ chức"
"1680","wing","cánh"
"1681","thus","vì vậy"
"1682","personally","đích thân / bản thân"
"1683","manner","cách"
"1684","residential","nhà ở"
"1685","unit","căn hộ"
"1686","square","vuông"
"1687","statement","bảng sao kê"
"1688","concern","liên quan đến"
"1689","hand","nộp / đưa"
"1690","state-of-the-art","hiện đại"
"1691","stay","tiếp tục / luôn luôn"
"1692","address","diễn thuyết / nói về"
"1693","base","lượng (khách hàng...)"
"1694","commission","ủy ban"
"1695","surround","bao quanh / xoay quanh"
"1696","verify","xác minh"
"1697","engine","động cơ"
"1698","possibility","khả năng"
"1699","panel","tấm"
"1700","then","vậy thì"
"1701","savings","tiền tiết kiệm"
"1702","preview","xem trước"
"1703","kit","bộ"
"1704","undergo","trải qua"
"1705","given","xét"
"1706","serious","nghiêm trọng / nghiêm túc"
"1707","physical","thể chất"
"1708","multiple","nhiều"
"1709","athletic","thể thao / điền kinh"
"1710","gold","vàng"
"1711","import","nhập khẩu"
"1712","fundraising","việc gây quỹ"
"1713","spokesperson","người phát ngôn"
"1714","income","thu nhập"
"1715","eco","môi trường / sinh thái"
"1716","junior","cấp thấp"
"1717","sector","lĩnh vực"
"1718","aspect","khía cạnh"
"1719","minor","nhỏ"
"1720","look to","muốn"
"1721","programming","lập trình"
"1722","disease","căn bệnh"
"1723","monitor","giám sát"
"1724","with/in regard to","về (= about)"
"1725","unit","sản phẩm"
"1726","rest","phần còn lại"
"1727","model","mô hình"
"1728","apparel","quần áo"
"1729","amazing","tuyệt vời"
"1730","quote","báo giá"
"1731","in case","phòng khi / trong trường hợp"
"1732","timely","kịp thời"
"1733","belongings","đồ đạc"
"1734","now that","bởi vì bây giờ"
"1735","regard","đánh giá"
"1736","grateful","biết ơn"
"1737","utilize","sử dụng"
"1738","payroll","tiền lương"
"1739","occasionally","thỉnh thoảng"
"1740","mutually","chung"
"1741","remodel","sửa đổi"
"1742","wonder","muốn biết"
"1743","resign","từ chức"
"1744","mechanic","thợ máy"
"1745","orientation","việc định hướng"
"1746","strength","điểm mạnh / sức mạnh"
"1747","injury","chấn thương"
"1748","consist","bao gồm"
"1749","sightseeing","việc ngắm cảnh"
"1750","divide","chia"
"1751","incorporate","kết hợp"
"1752","enthusiastic","nhiệt tình"
"1753","ongoing","đang diễn ra"
"1754","reminder","thư nhắc nhở"
"1755","provided that","miễn là"
"1756","prohibit","cấm"
"1757","intention","ý định"
"1758","alike","như nhau"
"1759","on the other hand","mặt khác"
"1760","absent","vắng mặt"
"1761","shortage","sự thiếu"
"1762","characteristic","đặc điểm"
"1763","sensitive","nhạy cảm / nhạy"
"1764","amateur","nghiệp dư"
"1765","dramatically","nhanh chóng"
"1766","owing to","do"
"1767","wage","tiền lương"
"1768","whichever","bất kỳ cái nào"
"1769","array","tập hợp"
"1770","favorable","thuận lợi"
"1771","alternate","thay thế"
"1772","dangerous","nguy hiểm"
"1773","lately","gần đây (recently)"
"1774","concentrate","tập trung"
"1775","precisely","chính xác"
"1776","interrupt","gây gián đoạn"
"1777","scenery","quang cảnh"
"1778","enroll","đăng ký"
"1779","elsewhere","ở nơi khác"
"1780","sum","số tiền"
"1781","deserve","xứng đáng"
"1782","sharply","nhanh chóng"
"1783","row","hàng"
"1784","one another","lẫn nhau"
"1785","wrap","gói"
"1786","beforehand","trước"
"1787","adversely","bất lợi"
"1788","institute","ban hành"
"1789","turn in","nộp"
"1790","stadium","sân vận động"
"1791","periodically","thỉnh thoảng"
"1792","in touch","liên lạc"
"1793","abundant","nhiều"
"1794","immensely","to lớn"
"1795","agenda","nội dung cuộc họp"
"1796","escort","đi theo"
"1797","blend","sự pha trộn"
"1798","consequently","vì vậy"
"1799","journey","chuyến đi"
"1800","waive","bãi bỏ"
